Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Educational Attainment Distribution"
"De facto population by level of educational attainment in a country or region, classified by sex and by five-year age groups. Available in all scenarios and at all geographical scales. Figures are expressed as a percentage."
"Multiple Scenarios"
" "
"Scenario","Area","Year","Age","Sex","Education","Distribution"
"SSP2","Zambia",2020,"15--19","Female","Under 15",0
"SSP2","Zambia",2025,"15--19","Female","Under 15",0
"SSP2","Zambia",2030,"15--19","Female","Under 15",0
"SSP2","Zambia",2035,"15--19","Female","Under 15",0
"SSP2","Zambia",2040,"15--19","Female","Under 15",0
"SSP2","Zambia",2045,"15--19","Female","Under 15",0
"SSP2","Zambia",2050,"15--19","Female","Under 15",0
"SSP2","Zambia",2055,"15--19","Female","Under 15",0
"SSP2","Zambia",2060,"15--19","Female","Under 15",0
"SSP2","Zambia",2065,"15--19","Female","Under 15",0
"SSP2","Zambia",2070,"15--19","Female","Under 15",0
"SSP2","Zambia",2075,"15--19","Female","Under 15",0
"SSP2","Zambia",2015,"20--24","Female","Under 15",0
"SSP2","Zambia",2020,"20--24","Female","Under 15",0
"SSP2","Zambia",2025,"20--24","Female","Under 15",0
"SSP2","Zambia",2030,"20--24","Female","Under 15",0
"SSP2","Zambia",2035,"20--24","Female","Under 15",0
"SSP2","Zambia",2040,"20--24","Female","Under 15",0
"SSP2","Zambia",2045,"20--24","Female","Under 15",0
"SSP2","Zambia",2050,"20--24","Female","Under 15",0
"SSP2","Zambia",2055,"20--24","Female","Under 15",0
"SSP2","Zambia",2060,"20--24","Female","Under 15",0
"SSP2","Zambia",2065,"20--24","Female","Under 15",0
"SSP2","Zambia",2070,"20--24","Female","Under 15",0
"SSP2","Zambia",2075,"20--24","Female","Under 15",0
"SSP2","Zambia",2015,"25--29","Female","Under 15",0
"SSP2","Zambia",2020,"25--29","Female","Under 15",0
"SSP2","Zambia",2025,"25--29","Female","Under 15",0
"SSP2","Zambia",2030,"25--29","Female","Under 15",0
"SSP2","Zambia",2035,"25--29","Female","Under 15",0
"SSP2","Zambia",2040,"25--29","Female","Under 15",0
"SSP2","Zambia",2045,"25--29","Female","Under 15",0
"SSP2","Zambia",2050,"25--29","Female","Under 15",0
"SSP2","Zambia",2055,"25--29","Female","Under 15",0
"SSP2","Zambia",2060,"25--29","Female","Under 15",0
"SSP2","Zambia",2065,"25--29","Female","Under 15",0
"SSP2","Zambia",2070,"25--29","Female","Under 15",0
"SSP2","Zambia",2075,"25--29","Female","Under 15",0
"SSP2","Zambia",2015,"30--34","Female","Under 15",0
"SSP2","Zambia",2020,"30--34","Female","Under 15",0
"SSP2","Zambia",2025,"30--34","Female","Under 15",0
"SSP2","Zambia",2030,"30--34","Female","Under 15",0
"SSP2","Zambia",2035,"30--34","Female","Under 15",0
"SSP2","Zambia",2040,"30--34","Female","Under 15",0
"SSP2","Zambia",2045,"30--34","Female","Under 15",0
"SSP2","Zambia",2050,"30--34","Female","Under 15",0
"SSP2","Zambia",2055,"30--34","Female","Under 15",0
"SSP2","Zambia",2060,"30--34","Female","Under 15",0
"SSP2","Zambia",2065,"30--34","Female","Under 15",0
"SSP2","Zambia",2070,"30--34","Female","Under 15",0
"SSP2","Zambia",2075,"30--34","Female","Under 15",0
"SSP2","Zambia",2015,"35--39","Female","Under 15",0
"SSP2","Zambia",2020,"35--39","Female","Under 15",0
"SSP2","Zambia",2025,"35--39","Female","Under 15",0
"SSP2","Zambia",2030,"35--39","Female","Under 15",0
"SSP2","Zambia",2035,"35--39","Female","Under 15",0
"SSP2","Zambia",2040,"35--39","Female","Under 15",0
"SSP2","Zambia",2045,"35--39","Female","Under 15",0
"SSP2","Zambia",2050,"35--39","Female","Under 15",0
"SSP2","Zambia",2055,"35--39","Female","Under 15",0
"SSP2","Zambia",2060,"35--39","Female","Under 15",0
"SSP2","Zambia",2065,"35--39","Female","Under 15",0
"SSP2","Zambia",2070,"35--39","Female","Under 15",0
"SSP2","Zambia",2075,"35--39","Female","Under 15",0
"SSP2","Zambia",2015,"40--44","Female","Under 15",0
"SSP2","Zambia",2020,"40--44","Female","Under 15",0
"SSP2","Zambia",2025,"40--44","Female","Under 15",0
"SSP2","Zambia",2030,"40--44","Female","Under 15",0
"SSP2","Zambia",2035,"40--44","Female","Under 15",0
"SSP2","Zambia",2040,"40--44","Female","Under 15",0
"SSP2","Zambia",2045,"40--44","Female","Under 15",0
"SSP2","Zambia",2050,"40--44","Female","Under 15",0
"SSP2","Zambia",2055,"40--44","Female","Under 15",0
"SSP2","Zambia",2060,"40--44","Female","Under 15",0
"SSP2","Zambia",2065,"40--44","Female","Under 15",0
"SSP2","Zambia",2070,"40--44","Female","Under 15",0
"SSP2","Zambia",2075,"40--44","Female","Under 15",0
"SSP2","Zambia",2015,"45--49","Female","Under 15",0
"SSP2","Zambia",2020,"45--49","Female","Under 15",0
"SSP2","Zambia",2025,"45--49","Female","Under 15",0
"SSP2","Zambia",2030,"45--49","Female","Under 15",0
"SSP2","Zambia",2035,"45--49","Female","Under 15",0
"SSP2","Zambia",2040,"45--49","Female","Under 15",0
"SSP2","Zambia",2045,"45--49","Female","Under 15",0
"SSP2","Zambia",2050,"45--49","Female","Under 15",0
"SSP2","Zambia",2055,"45--49","Female","Under 15",0
"SSP2","Zambia",2060,"45--49","Female","Under 15",0
"SSP2","Zambia",2065,"45--49","Female","Under 15",0
"SSP2","Zambia",2070,"45--49","Female","Under 15",0
"SSP2","Zambia",2075,"45--49","Female","Under 15",0
"SSP2","Zambia",2015,"50--54","Female","Under 15",0
"SSP2","Zambia",2020,"50--54","Female","Under 15",0
"SSP2","Zambia",2025,"50--54","Female","Under 15",0
"SSP2","Zambia",2030,"50--54","Female","Under 15",0
"SSP2","Zambia",2035,"50--54","Female","Under 15",0
"SSP2","Zambia",2040,"50--54","Female","Under 15",0
"SSP2","Zambia",2045,"50--54","Female","Under 15",0
"SSP2","Zambia",2050,"50--54","Female","Under 15",0
"SSP2","Zambia",2055,"50--54","Female","Under 15",0
"SSP2","Zambia",2060,"50--54","Female","Under 15",0
"SSP2","Zambia",2065,"50--54","Female","Under 15",0
"SSP2","Zambia",2070,"50--54","Female","Under 15",0
"SSP2","Zambia",2075,"50--54","Female","Under 15",0
"SSP2","Zambia",2015,"55--59","Female","Under 15",0
"SSP2","Zambia",2020,"55--59","Female","Under 15",0
"SSP2","Zambia",2025,"55--59","Female","Under 15",0
"SSP2","Zambia",2030,"55--59","Female","Under 15",0
"SSP2","Zambia",2035,"55--59","Female","Under 15",0
"SSP2","Zambia",2040,"55--59","Female","Under 15",0
"SSP2","Zambia",2045,"55--59","Female","Under 15",0
"SSP2","Zambia",2050,"55--59","Female","Under 15",0
"SSP2","Zambia",2055,"55--59","Female","Under 15",0
"SSP2","Zambia",2060,"55--59","Female","Under 15",0
"SSP2","Zambia",2065,"55--59","Female","Under 15",0
"SSP2","Zambia",2070,"55--59","Female","Under 15",0
"SSP2","Zambia",2075,"55--59","Female","Under 15",0
"SSP2","Zambia",2015,"60--64","Female","Under 15",0
"SSP2","Zambia",2020,"60--64","Female","Under 15",0
"SSP2","Zambia",2025,"60--64","Female","Under 15",0
"SSP2","Zambia",2030,"60--64","Female","Under 15",0
"SSP2","Zambia",2035,"60--64","Female","Under 15",0
"SSP2","Zambia",2040,"60--64","Female","Under 15",0
"SSP2","Zambia",2045,"60--64","Female","Under 15",0
"SSP2","Zambia",2050,"60--64","Female","Under 15",0
"SSP2","Zambia",2055,"60--64","Female","Under 15",0
"SSP2","Zambia",2060,"60--64","Female","Under 15",0
"SSP2","Zambia",2065,"60--64","Female","Under 15",0
"SSP2","Zambia",2070,"60--64","Female","Under 15",0
"SSP2","Zambia",2075,"60--64","Female","Under 15",0
"SSP2","Zambia",2015,"65--69","Female","Under 15",0
"SSP2","Zambia",2020,"65--69","Female","Under 15",0
"SSP2","Zambia",2025,"65--69","Female","Under 15",0
"SSP2","Zambia",2030,"65--69","Female","Under 15",0
"SSP2","Zambia",2035,"65--69","Female","Under 15",0
"SSP2","Zambia",2040,"65--69","Female","Under 15",0
"SSP2","Zambia",2045,"65--69","Female","Under 15",0
"SSP2","Zambia",2050,"65--69","Female","Under 15",0
"SSP2","Zambia",2055,"65--69","Female","Under 15",0
"SSP2","Zambia",2060,"65--69","Female","Under 15",0
"SSP2","Zambia",2065,"65--69","Female","Under 15",0
"SSP2","Zambia",2070,"65--69","Female","Under 15",0
"SSP2","Zambia",2075,"65--69","Female","Under 15",0
"SSP2","Zambia",2015,"70--74","Female","Under 15",0
"SSP2","Zambia",2020,"70--74","Female","Under 15",0
"SSP2","Zambia",2025,"70--74","Female","Under 15",0
"SSP2","Zambia",2030,"70--74","Female","Under 15",0
"SSP2","Zambia",2035,"70--74","Female","Under 15",0
"SSP2","Zambia",2040,"70--74","Female","Under 15",0
"SSP2","Zambia",2045,"70--74","Female","Under 15",0
"SSP2","Zambia",2050,"70--74","Female","Under 15",0
"SSP2","Zambia",2055,"70--74","Female","Under 15",0
"SSP2","Zambia",2060,"70--74","Female","Under 15",0
"SSP2","Zambia",2065,"70--74","Female","Under 15",0
"SSP2","Zambia",2070,"70--74","Female","Under 15",0
"SSP2","Zambia",2075,"70--74","Female","Under 15",0
"SSP2","Zambia",2015,"75--79","Female","Under 15",0
"SSP2","Zambia",2020,"75--79","Female","Under 15",0
"SSP2","Zambia",2025,"75--79","Female","Under 15",0
"SSP2","Zambia",2030,"75--79","Female","Under 15",0
"SSP2","Zambia",2035,"75--79","Female","Under 15",0
"SSP2","Zambia",2040,"75--79","Female","Under 15",0
"SSP2","Zambia",2045,"75--79","Female","Under 15",0
"SSP2","Zambia",2050,"75--79","Female","Under 15",0
"SSP2","Zambia",2055,"75--79","Female","Under 15",0
"SSP2","Zambia",2060,"75--79","Female","Under 15",0
"SSP2","Zambia",2065,"75--79","Female","Under 15",0
"SSP2","Zambia",2070,"75--79","Female","Under 15",0
"SSP2","Zambia",2075,"75--79","Female","Under 15",0
"SSP2","Zambia",2015,"80--84","Female","Under 15",0
"SSP2","Zambia",2020,"80--84","Female","Under 15",0
"SSP2","Zambia",2025,"80--84","Female","Under 15",0
"SSP2","Zambia",2030,"80--84","Female","Under 15",0
"SSP2","Zambia",2035,"80--84","Female","Under 15",0
"SSP2","Zambia",2040,"80--84","Female","Under 15",0
"SSP2","Zambia",2045,"80--84","Female","Under 15",0
"SSP2","Zambia",2050,"80--84","Female","Under 15",0
"SSP2","Zambia",2055,"80--84","Female","Under 15",0
"SSP2","Zambia",2060,"80--84","Female","Under 15",0
"SSP2","Zambia",2065,"80--84","Female","Under 15",0
"SSP2","Zambia",2070,"80--84","Female","Under 15",0
"SSP2","Zambia",2075,"80--84","Female","Under 15",0
"SSP2","Zambia",2015,"85--89","Female","Under 15",0
"SSP2","Zambia",2020,"85--89","Female","Under 15",0
"SSP2","Zambia",2025,"85--89","Female","Under 15",0
"SSP2","Zambia",2030,"85--89","Female","Under 15",0
"SSP2","Zambia",2035,"85--89","Female","Under 15",0
"SSP2","Zambia",2040,"85--89","Female","Under 15",0
"SSP2","Zambia",2045,"85--89","Female","Under 15",0
"SSP2","Zambia",2050,"85--89","Female","Under 15",0
"SSP2","Zambia",2055,"85--89","Female","Under 15",0
"SSP2","Zambia",2060,"85--89","Female","Under 15",0
"SSP2","Zambia",2065,"85--89","Female","Under 15",0
"SSP2","Zambia",2070,"85--89","Female","Under 15",0
"SSP2","Zambia",2075,"85--89","Female","Under 15",0
"SSP2","Zambia",2015,"90--94","Female","Under 15",0
"SSP2","Zambia",2020,"90--94","Female","Under 15",0
"SSP2","Zambia",2025,"90--94","Female","Under 15",0
"SSP2","Zambia",2030,"90--94","Female","Under 15",0
"SSP2","Zambia",2035,"90--94","Female","Under 15",0
"SSP2","Zambia",2040,"90--94","Female","Under 15",0
"SSP2","Zambia",2045,"90--94","Female","Under 15",0
"SSP2","Zambia",2050,"90--94","Female","Under 15",0
"SSP2","Zambia",2055,"90--94","Female","Under 15",0
"SSP2","Zambia",2060,"90--94","Female","Under 15",0
"SSP2","Zambia",2065,"90--94","Female","Under 15",0
"SSP2","Zambia",2070,"90--94","Female","Under 15",0
"SSP2","Zambia",2075,"90--94","Female","Under 15",0
"SSP2","Zambia",2015,"95--99","Female","Under 15",0
"SSP2","Zambia",2020,"95--99","Female","Under 15",0
"SSP2","Zambia",2025,"95--99","Female","Under 15",0
"SSP2","Zambia",2030,"95--99","Female","Under 15",0
"SSP2","Zambia",2035,"95--99","Female","Under 15",0
"SSP2","Zambia",2040,"95--99","Female","Under 15",0
"SSP2","Zambia",2045,"95--99","Female","Under 15",0
"SSP2","Zambia",2050,"95--99","Female","Under 15",0
"SSP2","Zambia",2055,"95--99","Female","Under 15",0
"SSP2","Zambia",2060,"95--99","Female","Under 15",0
"SSP2","Zambia",2065,"95--99","Female","Under 15",0
"SSP2","Zambia",2070,"95--99","Female","Under 15",0
"SSP2","Zambia",2075,"95--99","Female","Under 15",0
"SSP2","Zambia",2015,"100+","Female","Under 15",0
"SSP2","Zambia",2020,"100+","Female","Under 15",0
"SSP2","Zambia",2025,"100+","Female","Under 15",0
"SSP2","Zambia",2030,"100+","Female","Under 15",0
"SSP2","Zambia",2035,"100+","Female","Under 15",0
"SSP2","Zambia",2040,"100+","Female","Under 15",0
"SSP2","Zambia",2045,"100+","Female","Under 15",0
"SSP2","Zambia",2050,"100+","Female","Under 15",0
"SSP2","Zambia",2055,"100+","Female","Under 15",0
"SSP2","Zambia",2060,"100+","Female","Under 15",0
"SSP2","Zambia",2065,"100+","Female","Under 15",0
"SSP2","Zambia",2070,"100+","Female","Under 15",0
"SSP2","Zambia",2075,"100+","Female","Under 15",0
"SSP2","Zambia",2015,"15--19","Both","No Education",6.5
"SSP2","Zambia",2020,"15--19","Both","No Education",4.6
"SSP2","Zambia",2025,"15--19","Both","No Education",2.6
"SSP2","Zambia",2030,"15--19","Both","No Education",1.9
"SSP2","Zambia",2035,"15--19","Both","No Education",1.3
"SSP2","Zambia",2040,"15--19","Both","No Education",0.9
"SSP2","Zambia",2045,"15--19","Both","No Education",0.6
"SSP2","Zambia",2050,"15--19","Both","No Education",0.4
"SSP2","Zambia",2055,"15--19","Both","No Education",0.3
"SSP2","Zambia",2060,"15--19","Both","No Education",0.2
"SSP2","Zambia",2065,"15--19","Both","No Education",0.1
"SSP2","Zambia",2070,"15--19","Both","No Education",0.1
"SSP2","Zambia",2075,"15--19","Both","No Education",0.1
"SSP2","Zambia",2015,"20--24","Both","No Education",8.6
"SSP2","Zambia",2020,"20--24","Both","No Education",6.4
"SSP2","Zambia",2025,"20--24","Both","No Education",3.6
"SSP2","Zambia",2030,"20--24","Both","No Education",2.6
"SSP2","Zambia",2035,"20--24","Both","No Education",1.9
"SSP2","Zambia",2040,"20--24","Both","No Education",1.3
"SSP2","Zambia",2045,"20--24","Both","No Education",0.9
"SSP2","Zambia",2050,"20--24","Both","No Education",0.6
"SSP2","Zambia",2055,"20--24","Both","No Education",0.4
"SSP2","Zambia",2060,"20--24","Both","No Education",0.3
"SSP2","Zambia",2065,"20--24","Both","No Education",0.2
"SSP2","Zambia",2070,"20--24","Both","No Education",0.1
"SSP2","Zambia",2075,"20--24","Both","No Education",0.1
"SSP2","Zambia",2015,"25--29","Both","No Education",11.3
"SSP2","Zambia",2020,"25--29","Both","No Education",8.1
"SSP2","Zambia",2025,"25--29","Both","No Education",4.8
"SSP2","Zambia",2030,"25--29","Both","No Education",3.6
"SSP2","Zambia",2035,"25--29","Both","No Education",2.6
"SSP2","Zambia",2040,"25--29","Both","No Education",1.9
"SSP2","Zambia",2045,"25--29","Both","No Education",1.3
"SSP2","Zambia",2050,"25--29","Both","No Education",0.9
"SSP2","Zambia",2055,"25--29","Both","No Education",0.6
"SSP2","Zambia",2060,"25--29","Both","No Education",0.4
"SSP2","Zambia",2065,"25--29","Both","No Education",0.3
"SSP2","Zambia",2070,"25--29","Both","No Education",0.2
"SSP2","Zambia",2075,"25--29","Both","No Education",0.1
"SSP2","Zambia",2015,"30--34","Both","No Education",12
"SSP2","Zambia",2020,"30--34","Both","No Education",9.3
"SSP2","Zambia",2025,"30--34","Both","No Education",6.6
"SSP2","Zambia",2030,"30--34","Both","No Education",4.8
"SSP2","Zambia",2035,"30--34","Both","No Education",3.6
"SSP2","Zambia",2040,"30--34","Both","No Education",2.6
"SSP2","Zambia",2045,"30--34","Both","No Education",1.9
"SSP2","Zambia",2050,"30--34","Both","No Education",1.3
"SSP2","Zambia",2055,"30--34","Both","No Education",0.9
"SSP2","Zambia",2060,"30--34","Both","No Education",0.6
"SSP2","Zambia",2065,"30--34","Both","No Education",0.4
"SSP2","Zambia",2070,"30--34","Both","No Education",0.3
"SSP2","Zambia",2075,"30--34","Both","No Education",0.2
"SSP2","Zambia",2015,"35--39","Both","No Education",14.6
"SSP2","Zambia",2020,"35--39","Both","No Education",12
"SSP2","Zambia",2025,"35--39","Both","No Education",9.3
"SSP2","Zambia",2030,"35--39","Both","No Education",6.6
"SSP2","Zambia",2035,"35--39","Both","No Education",4.8
"SSP2","Zambia",2040,"35--39","Both","No Education",3.6
"SSP2","Zambia",2045,"35--39","Both","No Education",2.6
"SSP2","Zambia",2050,"35--39","Both","No Education",1.9
"SSP2","Zambia",2055,"35--39","Both","No Education",1.3
"SSP2","Zambia",2060,"35--39","Both","No Education",0.9
"SSP2","Zambia",2065,"35--39","Both","No Education",0.6
"SSP2","Zambia",2070,"35--39","Both","No Education",0.4
"SSP2","Zambia",2075,"35--39","Both","No Education",0.3
"SSP2","Zambia",2015,"40--44","Both","No Education",15.3
"SSP2","Zambia",2020,"40--44","Both","No Education",14.5
"SSP2","Zambia",2025,"40--44","Both","No Education",11.9
"SSP2","Zambia",2030,"40--44","Both","No Education",9.2
"SSP2","Zambia",2035,"40--44","Both","No Education",6.5
"SSP2","Zambia",2040,"40--44","Both","No Education",4.8
"SSP2","Zambia",2045,"40--44","Both","No Education",3.6
"SSP2","Zambia",2050,"40--44","Both","No Education",2.6
"SSP2","Zambia",2055,"40--44","Both","No Education",1.9
"SSP2","Zambia",2060,"40--44","Both","No Education",1.3
"SSP2","Zambia",2065,"40--44","Both","No Education",0.9
"SSP2","Zambia",2070,"40--44","Both","No Education",0.6
"SSP2","Zambia",2075,"40--44","Both","No Education",0.4
"SSP2","Zambia",2015,"45--49","Both","No Education",16.6
"SSP2","Zambia",2020,"45--49","Both","No Education",15.3
"SSP2","Zambia",2025,"45--49","Both","No Education",14.4
"SSP2","Zambia",2030,"45--49","Both","No Education",11.8
"SSP2","Zambia",2035,"45--49","Both","No Education",9.1
"SSP2","Zambia",2040,"45--49","Both","No Education",6.5
"SSP2","Zambia",2045,"45--49","Both","No Education",4.7
"SSP2","Zambia",2050,"45--49","Both","No Education",3.5
"SSP2","Zambia",2055,"45--49","Both","No Education",2.6
"SSP2","Zambia",2060,"45--49","Both","No Education",1.8
"SSP2","Zambia",2065,"45--49","Both","No Education",1.3
"SSP2","Zambia",2070,"45--49","Both","No Education",0.9
"SSP2","Zambia",2075,"45--49","Both","No Education",0.6
"SSP2","Zambia",2015,"50--54","Both","No Education",18.1
"SSP2","Zambia",2020,"50--54","Both","No Education",16.5
"SSP2","Zambia",2025,"50--54","Both","No Education",15.2
"SSP2","Zambia",2030,"50--54","Both","No Education",14.4
"SSP2","Zambia",2035,"50--54","Both","No Education",11.7
"SSP2","Zambia",2040,"50--54","Both","No Education",9.1
"SSP2","Zambia",2045,"50--54","Both","No Education",6.4
"SSP2","Zambia",2050,"50--54","Both","No Education",4.7
"SSP2","Zambia",2055,"50--54","Both","No Education",3.5
"SSP2","Zambia",2060,"50--54","Both","No Education",2.5
"SSP2","Zambia",2065,"50--54","Both","No Education",1.8
"SSP2","Zambia",2070,"50--54","Both","No Education",1.3
"SSP2","Zambia",2075,"50--54","Both","No Education",0.8
"SSP2","Zambia",2015,"55--59","Both","No Education",20.3
"SSP2","Zambia",2020,"55--59","Both","No Education",18
"SSP2","Zambia",2025,"55--59","Both","No Education",16.5
"SSP2","Zambia",2030,"55--59","Both","No Education",15.1
"SSP2","Zambia",2035,"55--59","Both","No Education",14.2
"SSP2","Zambia",2040,"55--59","Both","No Education",11.6
"SSP2","Zambia",2045,"55--59","Both","No Education",9
"SSP2","Zambia",2050,"55--59","Both","No Education",6.3
"SSP2","Zambia",2055,"55--59","Both","No Education",4.6
"SSP2","Zambia",2060,"55--59","Both","No Education",3.4
"SSP2","Zambia",2065,"55--59","Both","No Education",2.5
"SSP2","Zambia",2070,"55--59","Both","No Education",1.8
"SSP2","Zambia",2075,"55--59","Both","No Education",1.3
"SSP2","Zambia",2015,"60--64","Both","No Education",23.8
"SSP2","Zambia",2020,"60--64","Both","No Education",20.2
"SSP2","Zambia",2025,"60--64","Both","No Education",17.9
"SSP2","Zambia",2030,"60--64","Both","No Education",16.4
"SSP2","Zambia",2035,"60--64","Both","No Education",15
"SSP2","Zambia",2040,"60--64","Both","No Education",14.1
"SSP2","Zambia",2045,"60--64","Both","No Education",11.5
"SSP2","Zambia",2050,"60--64","Both","No Education",8.9
"SSP2","Zambia",2055,"60--64","Both","No Education",6.2
"SSP2","Zambia",2060,"60--64","Both","No Education",4.5
"SSP2","Zambia",2065,"60--64","Both","No Education",3.4
"SSP2","Zambia",2070,"60--64","Both","No Education",2.4
"SSP2","Zambia",2075,"60--64","Both","No Education",1.7
"SSP2","Zambia",2015,"65--69","Both","No Education",32.5
"SSP2","Zambia",2020,"65--69","Both","No Education",23.7
"SSP2","Zambia",2025,"65--69","Both","No Education",20.1
"SSP2","Zambia",2030,"65--69","Both","No Education",17.8
"SSP2","Zambia",2035,"65--69","Both","No Education",16.2
"SSP2","Zambia",2040,"65--69","Both","No Education",14.8
"SSP2","Zambia",2045,"65--69","Both","No Education",13.9
"SSP2","Zambia",2050,"65--69","Both","No Education",11.3
"SSP2","Zambia",2055,"65--69","Both","No Education",8.7
"SSP2","Zambia",2060,"65--69","Both","No Education",6.1
"SSP2","Zambia",2065,"65--69","Both","No Education",4.4
"SSP2","Zambia",2070,"65--69","Both","No Education",3.3
"SSP2","Zambia",2075,"65--69","Both","No Education",2.4
"SSP2","Zambia",2015,"70--74","Both","No Education",43
"SSP2","Zambia",2020,"70--74","Both","No Education",32.3
"SSP2","Zambia",2025,"70--74","Both","No Education",23.6
"SSP2","Zambia",2030,"70--74","Both","No Education",19.9
"SSP2","Zambia",2035,"70--74","Both","No Education",17.6
"SSP2","Zambia",2040,"70--74","Both","No Education",16
"SSP2","Zambia",2045,"70--74","Both","No Education",14.6
"SSP2","Zambia",2050,"70--74","Both","No Education",13.7
"SSP2","Zambia",2055,"70--74","Both","No Education",11.1
"SSP2","Zambia",2060,"70--74","Both","No Education",8.5
